       x      y[0]       y[1]
-------------- rkf ----------------
  1.416000  -1.166777   0.318186
  1.417000  -1.167097   0.318269
  1.418000  -1.167418   0.318352
  1.419000  -1.167738   0.318435
  1.420000  -1.168057   0.318518
  1.421000  -1.168377   0.318601
  1.422000  -1.168697   0.318684
  1.423000  -1.169016   0.318766
  1.424000  -1.169335   0.318849
  1.425000  -1.169654   0.318932
  1.426000  -1.169973   0.319015
  1.427000  -1.170292   0.319097
  1.428000  -1.170611   0.319180
  1.429000  -1.170929   0.319262
  1.430000  -1.171248   0.319345
  1.431000  -1.171566   0.319427
  1.432000  -1.171884   0.319510
  1.433000  -1.172202   0.319592
  1.434000  -1.172519   0.319675
  1.435000  -1.172837   0.319757
  1.436000  -1.173155   0.319839
  1.437000  -1.173472   0.319922
  1.438000  -1.173789   0.320004
  1.439000  -1.174106   0.320086
  1.440000  -1.174423   0.320168
  1.441000  -1.174739   0.320250
  1.442000  -1.175056   0.320332
  1.443000  -1.175372   0.320414
  1.444000  -1.175688   0.320496
  1.445000  -1.176004   0.320578
  1.446000  -1.176320   0.320660
  1.447000  -1.176636   0.320742
  1.448000  -1.176952   0.320823
  1.449000  -1.177267   0.320905
  1.450000  -1.177582   0.320987
  1.451000  -1.177897   0.321069
  1.452000  -1.178212   0.321150
  1.453000  -1.178527   0.321232
  1.454000  -1.178842   0.321313
  1.455000  -1.179156   0.321395
  1.456000  -1.179470   0.321476
  1.457000  -1.179784   0.321558
  1.458000  -1.180098   0.321639
  1.459000  -1.180412   0.321720
  1.460000  -1.180726   0.321802
  1.461000  -1.181039   0.321883
  1.462000  -1.181352   0.321964
  1.463000  -1.181666   0.322045
  1.464000  -1.181978   0.322126
  1.465000  -1.182291   0.322207
  1.466000  -1.182604   0.322288
  1.467000  -1.182916   0.322369
  1.468000  -1.183229   0.322450
  1.469000  -1.183541   0.322531
  1.470000  -1.183853   0.322612
  1.471000  -1.184164   0.322693
  1.472000  -1.184476   0.322773
  1.473000  -1.184787   0.322854
  1.474000  -1.185099   0.322935
  1.475000  -1.185410   0.323015
  1.476000  -1.185721   0.323096
  1.477000  -1.186031   0.323176
  1.478000  -1.186342   0.323257
  1.479000  -1.186652   0.323337
  1.480000  -1.186962   0.323418
  1.481000  -1.187272   0.323498
  1.482000  -1.187582   0.323578
  1.483000  -1.187892   0.323659
  1.484000  -1.188201   0.323739
  1.485000  -1.188511   0.323819
  1.486000  -1.188820   0.323899
  1.487000  -1.189129   0.323979
  1.488000  -1.189438   0.324059
  1.489000  -1.189746   0.324139
  1.490000  -1.190055   0.324219
  1.491000  -1.190363   0.324299
  1.492000  -1.190671   0.324379
  1.493000  -1.190979   0.324458
  1.494000  -1.191287   0.324538
  1.495000  -1.191594   0.324618
  1.496000  -1.191902   0.324698
  1.497000  -1.192209   0.324777
  1.498000  -1.192516   0.324857
  1.499000  -1.192823   0.324936
  1.500000  -1.193129   0.325016
  1.501000  -1.193436   0.325095
  1.502000  -1.193742   0.325174
  1.503000  -1.194048   0.325254
  1.504000  -1.194354   0.325333
  1.505000  -1.194660   0.325412
  1.506000  -1.194965   0.325491
  1.507000  -1.195271   0.325570
  1.508000  -1.195576   0.325650
  1.509000  -1.195881   0.325729
  1.510000  -1.196186   0.325808
  1.511000  -1.196490   0.325886
  1.512000  -1.196795   0.325965
  1.513000  -1.197099   0.326044
  1.514000  -1.197403   0.326123
  1.515000  -1.197707   0.326202
  1.516000  -1.198011   0.326280
  1.517000  -1.198314   0.326359
  1.518000  -1.198617   0.326438
  1.519000  -1.198921   0.326516
  1.520000  -1.199223   0.326595
  1.521000  -1.199526   0.326673
  1.522000  -1.199829   0.326751
  1.523000  -1.200131   0.326830
  1.524000  -1.200433   0.326908
  1.525000  -1.200735   0.326986
  1.526000  -1.201037   0.327065
  1.527000  -1.201339   0.327143
  1.528000  -1.201640   0.327221
  1.529000  -1.201941   0.327299
  1.530000  -1.202242   0.327377
  1.531000  -1.202543   0.327455
  1.532000  -1.202844   0.327533
  1.533000  -1.203144   0.327610
  1.534000  -1.203445   0.327688
  1.535000  -1.203745   0.327766
  1.536000  -1.204044   0.327844
  1.537000  -1.204344   0.327921
  1.538000  -1.204644   0.327999
  1.539000  -1.204943   0.328077
  1.540000  -1.205242   0.328154
  1.541000  -1.205541   0.328231
  1.542000  -1.205840   0.328309
  1.543000  -1.206138   0.328386
  1.544000  -1.206436   0.328464
  1.545000  -1.206735   0.328541
  1.546000  -1.207032   0.328618
  1.547000  -1.207330   0.328695
  1.548000  -1.207628   0.328772
  1.549000  -1.207925   0.328849
  1.550000  -1.208222   0.328926
  1.551000  -1.208519   0.329003
  1.552000  -1.208816   0.329080
  1.553000  -1.209112   0.329157
  1.554000  -1.209409   0.329234
  1.555000  -1.209705   0.329310
  1.556000  -1.210001   0.329387
  1.557000  -1.210297   0.329464
  1.558000  -1.210592   0.329540
  1.559000  -1.210887   0.329617
  1.560000  -1.211183   0.329693
  1.561000  -1.211477   0.329770
  1.562000  -1.211772   0.329846
  1.563000  -1.212067   0.329922
  1.564000  -1.212361   0.329999
  1.565000  -1.212655   0.330075
  1.566000  -1.212949   0.330151
  1.567000  -1.213243   0.330227
  1.568000  -1.213536   0.330303
  1.569000  -1.213830   0.330379
  1.570000  -1.214123   0.330455
  1.571000  -1.214416   0.330531
  1.572000  -1.214709   0.330607
  1.573000  -1.215001   0.330683
  1.574000  -1.215293   0.330759
  1.575000  -1.215586   0.330834
  1.576000  -1.215877   0.330910
  1.577000  -1.216169   0.330986
  1.578000  -1.216461   0.331061
  1.579000  -1.216752   0.331137
  1.580000  -1.217043   0.331212
  1.581000  -1.217334   0.331288
  1.582000  -1.217625   0.331363
  1.583000  -1.217915   0.331438
  1.584000  -1.218205   0.331513
  1.585000  -1.218495   0.331589
  1.586000  -1.218785   0.331664
  1.587000  -1.219075   0.331739
  1.588000  -1.219364   0.331814
  1.589000  -1.219654   0.331889
  1.590000  -1.219943   0.331964
  1.591000  -1.220232   0.332039
  1.592000  -1.220520   0.332113
  1.593000  -1.220809   0.332188
  1.594000  -1.221097   0.332263
  1.595000  -1.221385   0.332338
  1.596000  -1.221673   0.332412
  1.597000  -1.221960   0.332487
  1.598000  -1.222248   0.332561
  1.599000  -1.222535   0.332636
  1.600000  -1.222822   0.332710
